93.692071, 37.000000
93.692071, 39.000000
93.692071, 41.000000
93.692071, 43.000000
93.692071, 45.000000
93.692071, 47.000000
93.692071, 49.000000
93.692071, 51.000000
93.692071, 53.000000
93.692071, 55.000000
93.692071, 57.000000
93.692071, 59.000000
93.692071, 61.000000
93.692071, 63.000000
93.692071, 65.000000
93.692071, 67.000000
93.692071, 69.000000
93.692071, 71.000000
93.692071, 73.000000
93.692071, 75.000000
93.692071, 77.000000
93.692071, 79.000000
93.692071, 81.000000
93.692071, 83.000000
93.692071, 85.000000
95.000000, 86.307929
95.692071, 87.000000
95.692071, 89.000000
97.000000, 90.307929
97.692071, 91.000000
97.692071, 93.000000
99.000000, 94.307929
99.692071, 95.000000
101.000000, 96.307929
101.692071, 97.000000
103.000000, 98.307929
103.692071, 99.000000
105.000000, 100.307929
105.692071, 101.000000
107.000000, 102.307929
107.692071, 103.000000
109.000000, 104.307929
109.692071, 105.000000
111.000000, 106.307929
111.692071, 107.000000
113.000000, 108.307929
113.692071, 109.000000
115.000000, 110.307929
115.692071, 111.000000
117.000000, 112.307929
117.692071, 113.000000
119.000000, 114.307929
119.692071, 115.000000
121.000000, 116.307929
121.692071, 117.000000
123.000000, 118.307929
123.692071, 119.000000
125.000000, 120.307929
125.692071, 121.000000
127.000000, 122.307929
127.692071, 123.000000
129.000000, 124.307929
129.692071, 125.000000
131.000000, 126.307929
131.692071, 127.000000
133.000000, 128.307929
133.692071, 129.000000
135.000000, 130.307929
135.692071, 131.000000
137.000000, 132.307929
137.692071, 133.000000
139.000000, 134.307929
139.692071, 135.000000
141.000000, 136.307929
141.692071, 137.000000
143.000000, 138.307929
143.692071, 139.000000
145.000000, 140.307929
145.692071, 141.000000
147.000000, 142.307929
147.692071, 143.000000
149.000000, 144.307929
149.698669, 145.000000
151.000000, 146.301331
151.696477, 147.000000
153.000000, 148.303523
153.692071, 149.000000
155.000000, 150.307929
155.692071, 151.000000
157.000000, 152.307929
157.692071, 153.000000
159.000000, 154.307929
159.692071, 155.000000
161.000000, 156.307929
161.692071, 157.000000
163.000000, 158.307929
163.692071, 159.000000
165.000000, 160.307929
165.692071, 161.000000
167.000000, 162.307929
167.692071, 163.000000
169.000000, 164.307929
169.692071, 165.000000
171.000000, 166.307929
171.692071, 167.000000
173.000000, 168.307929
173.692071, 169.000000
175.000000, 170.307929
175.713769, 171.000000
177.000000, 172.286231
177.718249, 173.000000
179.000000, 174.281751
179.720510, 175.000000
181.000000, 176.279490
181.720510, 177.000000
183.000000, 178.279490
183.720510, 179.000000
185.000000, 180.279490
185.720510, 181.000000
187.000000, 182.279490
187.720510, 183.000000
189.000000, 184.279490
189.720510, 185.000000
191.000000, 186.279490
191.720510, 187.000000
193.000000, 188.279490
193.720510, 189.000000
195.000000, 190.279490
195.720510, 191.000000
197.000000, 192.279490
197.720510, 193.000000
199.000000, 194.279490
199.722291, 195.000000
201.000000, 196.277709
201.731904, 197.000000
203.000000, 198.268096
203.744909, 199.000000
205.000000, 200.255091
205.765923, 201.000000
207.000000, 202.234077
207.788156, 203.000000
209.000000, 204.211844
209.811719, 205.000000
211.000000, 206.188281
211.836735, 207.000000
213.000000, 208.163265
213.863341, 209.000000
215.000000, 210.136659
215.891695, 211.000000
217.000000, 212.108305
217.921975, 213.000000
219.000000, 214.078025
219.954383, 215.000000
221.000000, 216.045617
221.989153, 217.000000
223.000000, 218.010847
224.026552, 219.000000
225.000000, 219.973448
226.066460, 221.000000
227.000000, 221.933540
228.089024, 223.000000
229.000000, 223.910976
230.114079, 225.000000
231.000000, 225.885921
232.144519, 227.000000
233.000000, 227.855481
234.176669, 229.000000
235.000000, 229.823331
236.210678, 231.000000
237.000000, 231.789322
238.246711, 233.000000
239.000000, 233.753289
240.284954, 235.000000
241.000000, 235.715046
242.325618, 237.000000
243.000000, 237.674382
244.368941, 239.000000
245.000000, 239.631059
