0.000000, 93.692071
1.000000, 93.692071
2.000000, 93.692071
3.000000, 93.692071
4.000000, 93.692071
5.000000, 93.692071
6.000000, 93.692071
7.000000, 93.692071
8.000000, 93.692071
9.000000, 93.692071
10.000000, 93.692071
11.000000, 93.692071
12.000000, 93.692071
13.000000, 93.692071
14.000000, 93.692071
15.000000, 93.692071
16.000000, 93.692071
17.000000, 93.692071
18.000000, 93.692071
19.000000, 93.692071
20.000000, 93.692071
21.000000, 93.692071
22.000000, 93.692071
23.000000, 93.692071
24.000000, 93.692071
25.000000, 95.000000
26.000000, 95.692071
27.000000, 95.692071
28.000000, 97.000000
29.000000, 97.692071
30.000000, 97.692071
31.000000, 99.000000
32.000000, 99.692071
33.000000, 101.000000
34.000000, 101.692071
35.000000, 103.000000
36.000000, 103.692071
37.000000, 105.000000
38.000000, 105.692071
39.000000, 107.000000
40.000000, 107.692071
41.000000, 109.000000
42.000000, 109.692071
43.000000, 111.000000
44.000000, 111.692071
45.000000, 113.000000
46.000000, 113.692071
47.000000, 115.000000
48.000000, 115.692071
49.000000, 117.000000
50.000000, 117.692071
51.000000, 119.000000
52.000000, 119.692071
53.000000, 121.000000
54.000000, 121.692071
55.000000, 123.000000
56.000000, 123.692071
57.000000, 125.000000
58.000000, 125.692071
59.000000, 127.000000
60.000000, 127.692071
61.000000, 129.000000
62.000000, 129.692071
63.000000, 131.000000
64.000000, 131.692071
65.000000, 133.000000
66.000000, 133.692071
67.000000, 135.000000
68.000000, 135.692071
69.000000, 137.000000
70.000000, 137.692071
71.000000, 139.000000
72.000000, 139.692071
73.000000, 141.000000
74.000000, 141.692071
75.000000, 143.000000
76.000000, 143.692071
77.000000, 145.000000
78.000000, 145.692071
79.000000, 147.000000
80.000000, 147.692071
81.000000, 149.000000
82.000000, 149.698669
83.000000, 151.000000
84.000000, 151.696477
85.000000, 153.000000
86.000000, 153.692071
87.000000, 155.000000
88.000000, 155.692071
89.000000, 157.000000
90.000000, 157.692071
91.000000, 159.000000
92.000000, 159.692071
93.000000, 161.000000
94.000000, 161.692071
95.000000, 163.000000
96.000000, 163.692071
97.000000, 165.000000
98.000000, 165.692071
99.000000, 167.000000
100.000000, 167.692071
101.000000, 169.000000
102.000000, 169.692071
103.000000, 171.000000
104.000000, 171.692071
105.000000, 173.000000
