sample		cls_exp		cls_obs		expUp		expDown		theoUp		theoDown
Scharm-150-50	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
Scharm-250-150	0.000354	0.000270	0.006007	0.000015	0.000066	0.001131
Scharm-350-50	0.003252	0.002577	0.030924	0.000254	0.000940	0.007045
Scharm-300-100	0.000886	0.000681	0.011948	0.000048	0.000196	0.002423
Scharm-100-1	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
Scharm-400-300	0.342039	0.316399	0.617917	0.161227	0.257129	0.385784
Scharm-300-1	0.000328	0.000249	0.005667	0.000014	0.000064	0.001000
Scharm-250-50	0.000013	0.000009	0.000452	0.000001	0.000001	0.000063
Scharm-400-200	0.168263	0.150221	0.419313	0.054886	0.106639	0.209066
Scharm-350-150	0.029232	0.024451	0.141359	0.004636	0.012627	0.046709
Scharm-200-75	0.000001	0.000001	0.000031	0.000001	0.000001	0.000004
Scharm-300-200	0.014158	0.011612	0.086860	0.001746	0.005060	0.026047
Scharm-350-250	0.708817	0.688418	0.873036	0.534536	0.647603	0.730522
Scharm-200-1	0.000001	0.000001	0.000011	0.000001	0.000001	0.000002
Scharm-400-100	0.046058	0.039132	0.190055	0.008653	0.022229	0.068149
Scharm-400-1	0.027951	0.023378	0.137237	0.004362	0.012237	0.044217
