sample		cls_exp		cls_obs		expUp		expDown		theoUp		theoDown
Stop-100-70	0.000001	0.000001	0.000016	0.000001	0.000001	0.000001
Stop-100-80	0.000001	0.000001	0.000011	0.000001	0.000001	0.000001
Stop-100-85	0.000001	0.000001	0.000009	0.000001	0.000001	0.000001
Stop-100-90	0.000048	0.000027	0.001292	0.000001	0.000006	0.000145
Stop-100-95	0.001812	0.001152	0.020236	0.000120	0.000355	0.003894
Stop-125-75	0.000003	0.000001	0.000128	0.000001	0.000001	0.000011
Stop-125-95	0.000001	0.000001	0.000021	0.000001	0.000001	0.000002
Stop-125-105	0.000001	0.000001	0.000034	0.000001	0.000001	0.000003
Stop-125-115	0.000298	0.000172	0.005272	0.000012	0.000051	0.000622
Stop-125-120	0.024659	0.016946	0.126290	0.003679	0.008504	0.033985
Stop-150-75	0.000037	0.000020	0.001055	0.000001	0.000003	0.000141
Stop-150-90	0.000024	0.000012	0.000754	0.000001	0.000002	0.000082
Stop-150-100	0.000034	0.000017	0.000985	0.000001	0.000003	0.000108
Stop-150-130	0.000014	0.000007	0.000502	0.000001	0.000001	0.000049
Stop-150-140	0.003513	0.002171	0.032688	0.000280	0.000871	0.005604
Stop-150-145	0.105871	0.078752	0.319257	0.027953	0.050251	0.123159
Stop-175-100	0.000001	0.000001	0.000005	0.000001	0.000001	0.000001
Stop-175-125	0.000084	0.000044	0.002001	0.000003	0.000008	0.000245
Stop-175-155	0.000378	0.000208	0.006307	0.000016	0.000048	0.000928
Stop-175-160	0.002053	0.001206	0.022164	0.000140	0.000360	0.004052
Stop-175-165	0.037072	0.025629	0.165174	0.006416	0.013876	0.047668
Stop-175-170	0.341962	0.323951	0.617845	0.161170	0.298283	-1
Stop-200-125	0.000767	0.000433	0.010729	0.000040	0.000114	0.001682
Stop-200-150	0.001107	0.000638	0.014092	0.000064	0.000172	0.002383
Stop-200-170	0.001661	0.000958	0.018993	0.000107	0.000281	0.003293
Stop-200-180	0.004202	0.002549	0.037158	0.000354	0.000845	0.007637
Stop-200-190	0.104276	0.077448	0.316351	0.027350	0.049624	0.121275
Stop-200-195	0.409262	0.346822	0.676755	0.214213	0.284708	0.419051
Stop-225-150	0.003096	0.001836	0.029850	0.000238	0.000597	0.005664
Stop-225-165	0.004805	0.002955	0.040876	0.000421	0.001001	0.008646
Stop-225-175	0.002994	0.001772	0.029135	0.000228	0.000570	0.005518
Stop-225-205	0.041347	0.028033	0.177290	0.007455	0.013886	0.055310
Stop-225-215	0.497304	0.433599	0.744040	0.293729	0.371810	0.502307
Stop-225-220	0.612316	0.552305	0.819016	0.415585	0.496816	0.611007
Stop-250-175	0.008168	0.005057	0.059403	0.000842	0.001929	0.013175
Stop-250-200	0.014666	0.009346	0.088978	0.001830	0.003894	0.022137
Stop-250-230	0.119674	0.087935	0.343565	0.033355	0.053973	0.140626
Stop-250-235	0.229292	0.179999	0.499066	0.087146	0.127288	0.250050
Stop-250-240	0.477532	0.413506	0.729767	0.274856	0.351375	0.483349
Stop-250-245	0.644432	0.586906	0.837802	0.453421	0.534791	0.642040
Stop-275-225	0.038608	0.026217	0.169589	0.006784	0.012921	0.052285
Stop-275-245	0.116101	0.085231	0.337413	0.031925	0.051910	0.137186
Stop-275-255	0.283317	0.227759	0.559752	0.120330	0.169021	0.301866
Stop-275-265	0.670077	0.614618	0.852209	0.484875	0.564744	0.666900
Stop-275-270	0.796466	0.756157	0.916366	0.656831	0.722187	0.788969
Stop-300-240	0.100112	0.072380	0.308656	0.025797	0.042453	0.120692
Stop-300-250	0.138920	0.103270	0.375204	0.041425	0.064839	0.161024
Stop-300-280	0.414534	0.350380	0.681072	0.218648	0.284837	0.425740
Stop-300-290	0.530309	0.466701	0.766900	0.326569	0.405649	0.533376
Stop-300-295	0.787314	0.745704	0.912071	0.643395	0.710427	0.781774
Stop-350-300	0.724472	0.674178	0.881148	0.555352	0.629938	0.719694
Stop-350-330	0.578078	0.515325	0.798018	0.377113	0.455626	0.578869
Stop-350-335	0.799279	0.759203	0.917676	0.660994	0.725420	0.791864
Stop-350-340	0.927739	0.911316	0.972737	0.867949	0.898286	0.924419
Stop-400-350	0.596416	0.534683	0.809394	0.397482	0.476482	0.596282
Stop-400-370	0.731324	0.681862	0.884646	0.564601	0.638527	0.726404
Stop-400-380	0.831914	0.797306	0.932530	0.710401	0.768396	0.826616
Stop-400-390	0.932987	0.917690	0.974801	0.877142	0.905575	0.929860
Stop-225-190	0.008935	0.005586	0.063237	0.000948	0.002113	0.014612
Stop-250-190	0.005873	0.003591	0.047125	0.000547	0.001289	0.010072
Stop-250-215	0.018179	0.011746	0.102940	0.002439	0.005073	0.026830
Stop-250-248	0.672135	0.617024	0.853343	0.487448	0.567680	0.668667
Stop-275-200	0.033189	0.022321	0.153660	0.005513	0.010721	0.045717
Stop-275-235	0.098084	0.071040	0.304854	0.025052	0.041759	0.118539
Stop-275-273	0.816887	0.779929	0.925768	0.687393	0.751192	0.811548
Stop-300-225	0.107826	0.079071	0.322793	0.028698	0.047385	0.129871
Stop-300-298	0.817433	0.780406	0.926016	0.688221	0.749523	0.810182
