sample		cls_exp		cls_obs		expUp		expDown		theoUp		theoDown
Stop-110-30	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
Stop-110-100	0.000001	0.000001	0.000082	0.000001	0.000001	0.000007
Stop-200-120	0.000002	0.000001	0.000086	0.000001	0.000001	0.000012
Stop-200-190	0.217982	0.197616	0.485298	0.080744	0.148792	0.261813
Stop-250-170	0.000501	0.000380	0.007808	0.000024	0.000097	0.001527
Stop-250-240	0.412795	0.386681	0.679653	0.217181	0.326891	0.455163
Stop-300-220	0.020235	0.016725	0.110644	0.002817	0.007676	0.035643
Stop-300-290	0.673579	0.651736	0.854137	0.489258	0.605930	0.699430
